"title","budget_usd","rating"
"Chavela",20000000,"7.7"
"Dark Feathers: Dance of the Geisha",20000000,"6.2"
"The Hunting Ground",20000000,"7.4"
"Even Money",20000000,"5.8"
"The World Before Your Feet",20000000,"7.4"
"Mother of George",20000000,"6.5"
"The Greasy Strangler",20000000,"5.7"
"Taxi",20000000,"7.3"
"Piggy",20000000,"6.2"
"The Ark of Mr Chow",20000000,"5.3"
"Driving Lessons",20000000,"6.6"
"The Call of Wild",20000000,"6.9"
"Deep Water",20000000,"7.8"
"No Man's Land",20000000,"7.9"
"Spooky House",20000000,"5.1"
"10 Years",20000000,"6.1"
"Boom for Real: The Late Teenage Years of Jean-Michel Basquiat",20000000,"6.7"
"Novitiate",20000000,"6.7"
"Fakers",20000000,"5.7"
"Living",20000000,"7.2"
"Travelers and Magicians",20000000,"7.4"
"Pyaar Ke Side Effects",20000000,"6.8"
"Down in the Valley",20000000,"6.4"
"The List",20000000,"3.8"
"Penguin Highway",20000000,"7.1"
"To Be Takei",20000000,"6.9"
"Hostiles",20000000,"7.2"
"Popular Theory",20000000,"5.9"
"Kandahar",20000000,"6.8"
"Berlin Syndrome",20000000,"6.3"
"Zhou Yu's Train",20000000,"6.4"
"Vesper",20000000,"6"
"Being Elmo: A Puppeteer's Journey",20000000,"7.6"
"Runaways",20000000,"6.5"
"Supermensch",20000000,"7.4"
"Goat",20000000,"5.7"
"Tokyo!",20000000,"7"
"North Face",20000000,"7.4"
"See for Me",20000000,"5.8"
"Birds of Passage",20000000,"7.5"
"Before You Know It",20000000,"5.3"
"Happy End",20000000,"6.6"
"Iris",20000000,"7"
"Tiger & Bunny: The Rising",20000000,"6.7"
"Wild Target",20000000,"6.7"
"Down for Life",20000000,"6.9"
"Loving Vincent",20000000,"7.8"
"The Vigil",20000000,"5.8"
"Backwards",20000000,"5.5"
"The Devil and Daniel Johnston",20000000,"7.9"
"Nas: Time Is Illmatic",20000000,"7"
"Darfur Now",20000000,"6.7"
"American Chai",20000000,"6.3"
"The Traitor",20000000,"7.1"
"All's Well, Ends Well 2012",20000000,"5"
"The Man Without a Past",20000000,"7.6"
"Dirty Love",20000000,"3.5"
"Listen Up Philip",20000000,"6.3"
"The Italian",20000000,"7.5"
"The Hunting of the President",20000000,"6.9"
"Force Majeure",20000000,"7.2"
"The Intervention",20000000,"6"
"Turtles Can Fly",20000000,"8"
"Juniper",20000000,"6.5"
"El Angel",20000000,"6.9"
"Suits on the Loose",20000000,"5.2"
"Misericordia",20000000,"6.9"
"Author: The JT LeRoy Story",20000000,"7.1"
"Pandora's Promise",20000000,"7.3"
"The Butcher, the Chef, and the Swordsman",20000000,"5.5"
"Skins",20000000,"7"
"The Great Beauty",20000000,"7.7"
"The Princess of Montpensier",20000000,"6.5"
"Driving Madeleine",20000000,"7.2"
"Armand",20000000,"6.2"
"Best Worst Thing That Ever Could Have Happened",20000000,"7.6"
"Omni Loop",20000000,"5.6"
"The Babysitters",20000,"5.6"
"Bran Nue Dae",20000,"6.2"
"Uncle Boonmee Who Can Recall His Past Lives",20000,"6.7"
"Chinese Puzzle",20000,"6.9"
"Ordinary Love",20000,"6.6"
"A Beautiful Life",20000,"6.6"
"Screamers",20000,"6"
"Battle of the Brides",2900000,"6"
"The Nines",2900000,"6.2"
"Madame Satã",2900000,"7"
"Food, Inc. 2",2900000,"6.8"
"When Harry Tries to Marry",2900000,"4.6"
"Meanwhile on Earth",2800000,"6"
"Attack on Titan Part 1",2800000,"5"
"Dedication",2800000,"6.6"
"The Starling Girl",2800000,"6.7"
"The Three Burials of Melquiades Estrada",2800000,"7.3"
"Porn Star: The Legend of Ron Jeremy",2800000,"6.4"
"Mad Love",2800000,"6.5"
"Soul Power",2750000,"7.1"
"Hello I Must Be Going",2700000,"6.2"
"God of War",2700000,"6.4"
"The Absence of Eden",2700000,"4.8"
"Alias Betty",2700000,"6.8"
"Two Days in New York",2700000,"6"
"Japanese Story",2650800,"6.8"
"EO",2650000,"6.7"
"War of the Arrows",2600000,"7.1"
"Lonesome Soldier",2500000,"6"
"The Second Mother",2500000,"7.8"
"My Father My Lord",2500000,"6.7"
"I Am Here",2500000,"7.5"
"Tazza: The Hidden Card",2500000,"6.8"
"1,000 Times Good Night",2500000,"7"
"Focus",2500000,"6.7"
"Les Misérables",2500000,"7.6"
"Greed",2500000,"5.8"
"The Fantasticks",2500000,"5.7"
"What the Bleep!?: Down the Rabbit Hole",2500000,"6.4"
"In This Corner (and Other Corners) of the World",2500000,"7.8"
"Yves Saint Laurent",2500000,"6.2"
"Gett",2500000,"7.7"
"Riddle of Fire",2500000,"6.5"
"Louder Than Bombs",2500000,"6.6"
"The Hero of Color City",2500000,"3.9"
"Big Fan",2500000,"6.6"
"Elles",2500000,"5.6"
"You Are Not My Mother",2500000,"5.8"
"Wiener-Dog",2500000,"5.9"
"Undertow",2500000,"6.5"
"The Yes Men",2500000,"6.8"
"Mission Stories",2500000,"8.2"
"Pray: The Story of Patrick Peyton",2500000,"6.7"
"The City of Your Final Destination",2500000,"6.3"
"Iraq in Fragments",2500000,"7.1"
"Nina's Tragedies",2500000,"6.9"
"Diane",2500000,"6.7"
"Hallelujah: Leonard Cohen, a Journey, a Song",2500000,"7.6"
"Love's Labour's Lost",2500000,"5.9"
"Tying the Knot",2500000,"7.3"
"Swimming Upstream",2500000,"7"
"Miss Hokusai",2500000,"6.7"
"The Grey Zone",2500000,"7"
"We Need to Talk About Kevin",2500000,"7.4"
"Samba",2500000,"6.7"
"Unknown White Male",2500000,"6.4"
"In This World",2500000,"7.3"
"The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble",2500000,"7.7"
"Anything But Love",2500000,"5.9"
"Duck Season",2500000,"7.2"
"The Face of Love",2500000,"6.2"
"Easy Money",2500000,"6.7"
"Sweet 20",2500000,"6.9"
"The Punk Singer",2500000,"7.4"
"Aquarela",2500000,"6.6"
"Venus in Fur",2500000,"7.1"
"The Dance of Reality",2500000,"7.4"
"Evil Bong 3: The Wrath of Bong",2500000,"3.7"
"Flee",2500000,"7.9"
"Fabricated City",2500000,"6.8"
"Raw",2500000,"6.9"
"Leaning Into The Wind",2500000,"7"
"Broken Wings",2500000,"7.4"
"O'Horten",2500000,"6.7"
"The Insult",2500000,"7.6"
"The End",2500000,"5.5"
"Soldiers of Fortune",2500000,"4.3"
"Capernaum",2500,"8.4"
"Black Friday",2500,"8.4"
"Digging for Fire",2480421,"5.8"
"The Dissident",2400000,"7.8"
"Paragraph 175",2400000,"7.7"
"Crystal Fairy & the Magical Cactus",2400000,"5.9"
"District of Corruption",2400000,"2.3"
"Like for Likes",2400000,"6.4"
"School of Magical Animals 2",2400000,"5.9"
"Our Little Sister",2400000,"7.6"
"DogMan",2300000,"6.8"
"Boblo Boats: A Detroit Ferry Tale",2300000,"7.1"
"Up and Down",2300000,"7"
"The Way I See It",2300000,"8.2"
"Apaharan",2300000,"7.4"
"Gainsbourg: A Heroic Life",2300000,"6.9"
"The House of the Devil",2300000,"6.3"
"Fagara",2200000,"6.7"
"Blancanieves",2200000,"7.5"
"The Celestine Prophecy",2200000,"4.9"
"A Pigeon Sat on a Branch Reflecting on Existence",2100000,"6.9"
"No Such Thing",2100000,"6"
"Jellyfish",2100000,"7"
"Sons of Provo",2000000,"5.9"
"Mr. Gaga: A True Story of Love and Dance",2000000,"7.5"
"Mr. Right",2000000,"6.3"
"The Killing of Two Lovers",2000000,"6.8"
"Sister Code",2000000,"4.3"
"Ju-on: The Grudge",2000000,"6.7"
"Transformation: The Life and Legacy of Werner Erhard",2000000,"7"
"Final Portrait",2000000,"6.2"
"Roman de gare",2000000,"7.1"
"Après Vous",2000000,"6.4"
"Vampire Hunter D: Bloodlust",2000000,"7.6"
"Paper Clips",2000000,"7.3"
"The Phantom of the Open",2000000,"7"
"Take Me to the River",2000000,"6.8"
"Monster",2000000,"7.8"
"18 ans après",2000000,"4.6"
"Redacted",2000000,"6.1"
"Little White Lies",2000000,"7.1"
"On_Line",2000000,"5.4"
"Jiminy Glick in Lalawood",2000000,"5.1"
"Tuesday",2000000,"6.3"
"Infernal Affairs",2000000,"8"
"Gray Matters",2000000,"5.7"
"Unfinished Song",2000000,"6.9"
"The Duke",2000000,"6.9"
"Ping Pong Summer",2000000,"5.4"
"The Eye of the Storm",2000000,"5.9"
"The China Hustle",2000000,"7.1"
"Beautiful Accident",2000000,"6.5"
"The Lady and the Duke",2000000,"6.8"
"Project Nim",2000000,"7.4"
"The Last of Robin Hood",2000000,"5.7"
"Beloved",2000000,"6.1"
"Fish Tank",2000000,"7.3"
"Day of the Fight",2000000,"7"
"Color of the Cross",2000000,"2.9"
"All or Nothing",2000000,"7.5"
"The Beautiful Country",2000000,"7.4"
"Hood of Horror",2000000,"4.1"
"Bird",2000000,"7"
"Humboldt County",2000000,"6.2"
"Wish You Were Here",2000000,"5.9"
"Dahomey",2000000,"6.8"
"Peterloo",2000000,"6.5"
"The Pirates",2000000,"6.5"
"The Puffy Chair",2000000,"6.5"
"The Groomsmen",2000000,"6"
"Raiders!: The Story of the Greatest Fan Film Ever Made",2000000,"6.9"
"The Young Karl Marx",2000000,"6.6"
"No Other Land",2000000,"8.3"
"Zama",2000000,"6.7"
"Burning",2000000,"7.4"
"Cop Car",2000000,"6.3"
"The Slammin' Salmon",2000000,"6.4"
"The Women on the 6th Floor",2000000,"7.1"
"Wendy",2000000,"5.7"
"The Territory",2000000,"7.5"
"Language Lessons",2000000,"7.1"
"The Believer",2000000,"7.1"
"Royal Kill",2000000,"2.9"
"Gang of Roses",2000000,"2.5"
"Gerry",2000000,"6"
"My Kid Could Paint That",2000000,"7.1"
"The Grand",2000000,"5.9"
"The Way He Looks",2000000,"7.9"
"Coming Home",2000000,"7.2"
"Le Havre",2000000,"7.2"
"Jewtopia",2000000,"4.5"
"Ain't Them Bodies Saints",2000000,"6.4"
"Thabo and the Rhino Case",2000000,"6.1"
"All About Nina",2000000,"6.2"
"Blonde and Blonder",2000000,"2.8"
"The Souvenir: Part II",2000000,"7.1"
"Hail Satan?",2000000,"7.3"
"Mood Indigo",2000000,"6.5"
"The Hornet's Nest",2000000,"6.7"
"Ong Bak 2",2000000,"6.2"
"My Happy Ending",2000000,"5.3"
"Small Group",2000000,"6.7"
"Seymour: An Introduction",2000000,"7.5"
"Shanghai",2000000,"6.3"
"The Death of Dick Long",2000000,"6.4"
"Love N' Dancing",2000000,"5.4"
"The Double",2000000,"5.9"
"Sweet Sixteen",2000000,"7.4"
"Puerto Ricans in Paris",2000000,"5.4"
"Decibel",2000000,"6.1"
"Tigerland",2000000,"6.9"
"The Forgiveness of Blood",2000000,"6.8"
"Long Day's Journey Into Night",2000000,"7.1"
"Columbus",2000000,"7.2"
"Line of Duty",2000000,"4.8"
"Beyond Sight: The Derek Rabelo Story",2000000,"8.6"
"Cool It",2000000,"7"
"My Golden Days",2000000,"6.7"
"Humane",2000000,"5.5"
"Swan Song",2000000,"7"
"Blood Ties",2000000,"6.5"
"Clown",2000000,"5.7"
"Smashed",2000000,"6.7"
"Remember",2000000,"7.5"
"Gook",2000000,"7"
"Stories We Tell",2000000,"7.5"
"Undine",2000000,"6.6"
"Read My Lips",2000000,"7.3"
"Bukowski: Born into This",2000000,"7.8"
"Keeping Mum",2000000,"6.8"
"Happy Valley",2000000,"6.5"
"Control Room",2000000,"7.6"
"Seasons",2000000,"7.2"
"The Future",2000000,"6.1"
"Official Competition",2000000,"7"
"Rust and Bone",2000000,"7.4"
"The Invisibles",2000000,"7.2"
"The Human Experience",2000000,"7"
"Weekend",2000000,"7.6"
"The Youngest Evangelist",2000000,"5.4"
"God Bless America",2000000,"7.1"
"Only You",2000000,"5.4"
"Return to Seoul",2000000,"6.9"
"A Woman, a Gun and a Noodle Shop",2000000,"5.6"
"Afternoon Delight",2000000,"5.7"
"The Attack",2000000,"7.1"
"When Marnie Was There",2000000,"7.6"
"In Darkness",2000000,"7.3"
"Kurt Vonnegut: Unstuck in Time",2000000,"7.9"
"Liberal Arts",2000,"6.7"
"Kahlil Gibran's The Prophet",2000,"7"
"The Act of Killing",2000,"8.2"
"Searching for Sugar Man",195000000,"8.2"
"Shadow",195000000,"7"
"Lansky",195000000,"6.2"
"Casi divas",190000000,"6.2"
"Ondine",190000000,"6.8"
"Inland Empire",190000000,"6.8"
"The Quiet",190000000,"6.1"
"The Last Suit",190000000,"7.1"
"Daliland",190000000,"5.9"
"Jakob's Wife",190000000,"5.5"
"Stranger by the Lake",190000000,"6.9"
"Child of God",19800000,"5.4"
"King's Faith",19800000,"6.3"
"Lords of Chaos",19500000,"6.6"
"I Origins",19500000,"7.3"
"Ballet 422",19400000,"6.3"
"Death Rider in the House of Vampires",19400000,"3.5"
"Memoir of a Murderer",19300000,"7.2"
"Control",19250000,"7.6"
"We Steal Secrets",19100000,"6.9"
"The Hottie & the Nottie",19000000,"2"
"Dorm Daze",19000000,"4.6"
"Killing Season",19000000,"5.4"
"Snowboarder",19000000,"3.5"
"Introducing the Dwights",19000000,"6.4"
"Golden Door",19000000,"6.8"
"Dr. Cheon and Lost Talisman",19000000,"5.9"
"Lymelife",19000000,"6.8"
"Paris, 13th District",19000000,"7"
"Planet B-Boy",19000000,"7.6"
"The Libertine",19000000,"6.2"
"Red Herring",19000000,"2.7"
"Try Harder!",19000000,"7.2"
"The Year of the Yao",19000000,"7.2"
"Vortex",19000000,"7.4"
"Boy Culture",19000000,"6.8"
"Good One",19000000,"6.7"
"Elaine Stritch: Shoot Me",19000000,"7.5"
"Unforgivable",19000000,"5.8"
"The Far Side of the Moon",19000000,"7.2"
"Monica",19000000,"6.3"
"20,000 Days on Earth",19000000,"7.4"
"After the Storm",19000000,"7.4"
"Harbin",19000000,"6.4"
"Snatch",19000000,"8.2"
"What Time Is It There?",19000000,"7.3"
"Alienoid: The Return to the Future",19000000,"6.5"
"Christmas vs. The Walters",19000000,"4.5"
"SOMM",19000000,"7"
"Winter Passing",19000000,"6.2"
"Queen to Play",19000,"6.9"
"Death of a Dynasty",185000000,"3.6"
"Trumbo",185000000,"7.4"
"Rock School",185000000,"6.5"
"Scotty and the Secret History of Hollywood",185000000,"6.7"
"Primer",185000000,"6.7"
"Hitchcock/Truffaut",185000000,"7.3"
"Riding Alone for Thousands of Miles",185000000,"7.3"
"Casino Jack and the United States of Money",185000000,"7.1"
"A Love Song for Bobby Long",185000000,"7.1"
"Wrinkles the Clown",185000,"4.9"
"How to Survive a Plague",183000000,"7.6"
"Black Ice",180000000,"6.3"
"Loopers: The Caddie's Long Walk",180000000,"7.2"
"Jindabyne",180000000,"6.3"
"The Singing Detective",180000000,"5.4"
"The Holy Girl",180000000,"6.7"
"Vaxxed: From Cover-Up to Catastrophe",180000000,"4.6"
"Monumental: In Search of America's National Treasure",180000000,"5.2"
"Tokyo Sonata",180000000,"7.5"
"Once in the Life",180000000,"5.2"
"Nine Lives",180000,"6.7"
"Avant qu'on explose",180000,"6.6"
"Pompo: The Cinéphile",180000,"7.2"
"Tape",180000,"7.2"
"The Short Game",180000,"7.3"
"Yes",18800000,"6.4"
"Water Brother",18600000,"9.6"
"Boys Life 3",18500000,"6.2"
"How I Live Now",18500000,"6.4"
"The Chumscrubber",18026148,"6.8"
"Youth Without Youth",18000000,"6.1"
"Divided We Fall",18000000,"7.6"
"Endless Poetry",18000000,"7.5"
"Trouble the Water",18000000,"7.3"
"My Brother",18000000,"5.1"
"The Congress",18000000,"6.4"
"Te Ata",18000000,"7.4"
"Upstream Color",18000000,"6.5"
"Extraordinary Mission",18000000,"6.2"
"New Best Friend",18000000,"5.3"
"Moving McAllister",18000000,"5.2"
"The Corporation",18000000,"8"
"Shall We Kiss?",18000000,"6.7"
"Heist",18000000,"6.1"
"Upside Down",18000000,"6.3"
"Humpday",18000000,"6"
"All the Beauty and the Bloodshed",18000000,"7.5"
"Fur: An Imaginary Portrait of Diane Arbus",18000000,"6.3"
"The Riot Act",18000000,"4.5"
"Series 7: The Contenders",18000000,"6.5"
"My Salinger Year",18000000,"6.5"
"10E",18000000,"4.4"
"Summerland",18000000,"7"
"Page One",18000000,"6.9"
"Jack Goes Boating",18000000,"6.3"
"The Armstrong Lie",18000000,"7.2"
"Zelary",18000000,"7.5"
"Band Aid",18000000,"6.6"
"Girlfriend Boyfriend",18000000,"7"
"Russian Ark",18000000,"7.2"
"The King",18000000,"6.9"
"The Oath",18000000,"5.7"
"When Will I Be Loved",18000000,"4.4"
"Smoking Causes Coughing",18000000,"6.5"
"Aquarius",18000000,"7.4"
"Trishna",18000000,"6"
"Yellow Day",18000000,"4.9"
"Tamara",18000000,"5"
"Mean Creek",18000000,"7.1"
"Puncture",18000000,"6.8"
"Baptists at Our Barbecue",18000000,"5.6"
"Trigun: Badlands Rumble",18000000,"7.4"
"Returner",18000000,"6.4"
"The Bag Man",18000000,"5.2"
"3 Weeks in Yerevan",18000000,"7.1"
"Tokyo Godfathers",18000000,"7.8"
"Trigger Point",18000000,"5.1"
"The Past",18000000,"7.7"
"Dom Hemingway",18000000,"6.1"
"Love",18000000,"6.1"
"In a Valley of Violence",18000000,"6.1"
"Orchestra Seats",18000000,"6.7"
"A Dirty Shame",18000000,"5.1"
"Wassup Rockers",18000000,"5.9"
"Museum Hours",18000000,"6.9"
"Neruda",18000000,"6.8"
"Bloody Sunday",18000000,"7.6"
"My Love",18000000,"6.2"
"Testosterone",18000000,"5.3"
"Faithless",18000000,"7.4"
"The Million Dollar Hotel",18000000,"5.7"
"With a Friend Like Harry...",18000000,"7.1"
"I Used to Be Funny",18000000,"6.5"
"Last Night",18000000,"6.5"
"My Sailor, My Love",18000000,"7.1"
"Teeth",18000000,"5.4"
"Boundaries",18000000,"5.8"
"The Innkeepers",18000000,"5.5"
"Last Call",18000000,"4.1"
"The Piano Teacher",18000000,"7.5"
"Room 237",18000,"6.2"
"Angel-A",178000000,"7"
"The Way Home",178000000,"7.7"
"35 and Ticking",178000000,"5.5"
"Paranoid Park",177200000,"6.6"
"Non-Fiction",176000000,"6.4"
"Red Betsy",175000000,"7.2"
"Mastizaade",175000000,"2.5"
"Girls Rock!",175000000,"6.8"
"Stress Positions",175000000,"5"
"Personal Velocity",175000000,"6.4"
"Provoked",175000000,"6.4"
"Cover",175000000,"5.3"
"Cat Run",175000000,"5.5"
"The Babadook",175000000,"6.8"
"Listen to Me Marlon",175000000,"8.1"
"Blue Car",175000000,"6.6"
"Mr. X",175000000,"3.7"
"Dummy",175000000,"6.6"
"Max",175000000,"6.4"
"Crown Heights",175000000,"6.7"
"Dancing at the Blue Iguana",175000000,"5.7"
"Wild Nights with Emily",175000000,"6.2"
"Loveless",175000000,"7.6"
"Deadtime",175000,"2.3"
"The Double Hour",175000,"6.6"
"Loudmouth",175000,"5.1"
"Beyond the Reach",170000000,"5.6"
"Detective K: Secret of the Living Dead",170000000,"6.1"
"Phoenix",170000000,"7.3"
"Dragon Blade",170000000,"5.9"
"De Palma",170000000,"7.4"
"Little Men",170000000,"6.7"
"The Names of Love",170000000,"7.1"
"The Mission",170000000,"6.3"
"1915",170000000,"3.6"
"Country Strong",170000000,"6.3"
"The Promotion",170000000,"5.6"
"Last Days in Vietnam",170000000,"7.6"
"Tetro",17700000,"6.8"
"Life During Wartime",17700000,"6.4"
"Pumpkin",17500000,"6.1"
"City of Ghosts",17500000,"5.9"
"The Central Park Five",17500000,"7.7"
"Dictator",17500000,"4"
"Running for Grace",17500000,"6.1"
"Levity",17500000,"6.3"
"Don't Come Knocking",17300000,"6.6"
"Voices of Iraq",17300000,"6.8"
"Cynthia",17000000,"4.6"
"This Film Is Not Yet Rated",17000000,"7.4"
"Gabrielle",17000000,"6.3"
"Two Days, One Night",17000000,"7.3"
"There's No Place Like Utopia",17000000,"4.2"
"Tigers Are Not Afraid",17000000,"6.9"
"La Bohème",17000000,"7.2"
"Masked and Anonymous",17000000,"5.3"
"Ping Pong Playa",17000000,"5.9"
"Me and You and Everyone We Know",17000000,"7.2"
"Caligula: The Ultimate Cut",17000000,"6.3"
"Return with Honor: A Missionary Homecoming",17000000,"4.5"
"The Agronomist",17000000,"7.4"
"The New World",17000000,"6.7"
"The Last Man on the Moon",17000000,"7.4"
"The Innocents",17000000,"7.3"
"A Monster Calls",17000000,"7.4"
"The Reluctant Fundamentalist",17000000,"6.8"
"WARx2",17000000,"7.2"
"We Love You, Sally Carmichael!",17000000,"6"
"Escape Fire: The Fight to Rescue American Healthcare",17000000,"7.4"
"The Sweet East",17000000,"6.4"
"Buffalo Soldiers",17000000,"6.7"
"Hope Gap",17000000,"6.7"
"Kusama: Infinity",17000000,"7.3"
"MR-9: Do or Die",17000000,"3.5"
"Bomb City",17000000,"6.8"
"Faces Places",17000000,"7.8"
"The Outpost",17000000,"6.8"
"Happy Times",17000000,"7.3"
"Come True",17000000,"6"
"Vulgaria",17000000,"6.3"
"Filmistaan",17000000,"7.3"
"O Jerusalem",17000000,"6"
"Last Summer",17000000,"6.4"
"Leap",17000000,"6.6"
"The Butterfly",17000000,"7.1"
"Fat Girl",17000000,"6.4"
"This Old Cub",17000000,"8.2"
"People Places Things",17000000,"6.8"
"Hannah Arendt",17000000,"7.1"
"StarDog and TurboCat",17000000,"5.2"
"Chapter & Verse",17000000,"6.4"
"Finding Amanda",17000000,"5.5"
"We Have a Pope",17000,"6.7"
"Honeyland",169000,"8"
"Casa de Areia",168000000,"7.4"
"A Brilliant Young Mind",165000000,"7.1"
"OSS 117: Cairo, Nest of Spies",165000000,"7"
"Turbo Kid",165000000,"6.7"
"In the House",165000000,"7.3"
"Common Ground",165000000,"7.2"
"Citizen Jane: Battle for the City",165000000,"7.1"
"Bigger",165000000,"6.4"
"Uncovered: The War on Iraq",165000000,"7.5"
"Lore",165000000,"7.1"
"No End in Sight",165000000,"8.2"
"Bigger Stronger Faster*",163000000,"7.5"
"Parthenope",162000000,"6.6"
"2016: Obama's America",160000000,"4.8"
"Sukob",160000000,"6"
"Foxtrot",160000000,"7.2"
"The Last Word",160000000,"6.6"
"Table No. 21",160000000,"7.2"
"The Wedding Plan",160000000,"6.5"
"The Providence Effect",160000000,"8.1"
"Battle for Incheon: Operation Chromite",160000000,"6.2"
"Late Marriage",160000000,"7.1"
"Widow of St. Pierre",160000000,"7.1"
"So Close",160000000,"6.6"
"Changing Times",160000000,"6.1"
"After the Ball",160000000,"5.8"
"All Roads Lead Home",160000000,"5.8"
"Is the Man Who Is Tall Happy?",160000,"7.1"
"Lola Versus",160000,"5.5"
"D' Lucky Ones!",160000,"6.7"
"My Life as a Zucchini",16937665,"7.8"
"Oh, Canada",16800000,"5.7"
"The Stone Angel",16800000,"6.1"
"Freakonomics",16800000,"6.3"
"Final: The Rapture",16700000,"5.5"
"Transit",16700000,"6.9"
"Things to Come",16600000,"6.9"
"The Invisible Woman",16500000,"6.1"
"Seasons of Gray",16500000,"6.2"
