Title,Year,Rating,Budget_usd,genres,awards_content
Mademoiselle Chambon,2009,6.9,21000000,"['Drama', 'Romance']","Awards, 3 wins & 4 nominations total"
"Police, Adjective",2009,6.9,21000000,"['Dark Comedy', 'Crime', 'Drama']","Awards, 15 wins & 15 nominations total"
Time of Favor,2000,6.7,209000000,['Drama'],"Awards, 7 wins & 7 nominations total"
The Air I Breathe,2007,6.7,207000000,"['Crime', 'Drama', 'Thriller']",
Asambhav,2004,3.8,205000000,"['Action', 'Adventure', 'Drama', 'Thriller']","Awards, 1 nomination total"
Drinking Buddies,2013,6.1,205000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 4 nominations total"
Better Than Sex,2000,6.3,200000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 12 nominations total"
The Kingmaker,2019,7.6,200000000,"['History Documentary', 'Biography', 'Documentary', 'History']","Awards, 2 wins & 14 nominations total"
Tokyo Cowboy,2023,7.5,200000000,['Drama'],"Awards, 10 wins & 1 nomination total"
Strayed,2003,6.5,200000000,"['Drama', 'Romance', 'War']","Awards, 1 win & 5 nominations total"
The Secrets,2007,7.0,200000000,"['Drama', 'Romance']","Awards, 1 win & 10 nominations total"
Waiting for Lightning,2012,7.3,200000000,['Documentary'],"Awards, 1 win & 3 nominations total"
The Hebrew Hammer,2003,6.1,200000000,"['Parody', 'Satire', 'Comedy']",
Dark Blue World,2001,7.1,200000000,"['Action', 'Drama', 'Romance', 'War']","Awards, 9 wins & 7 nominations total"
Family,2018,6.4,200000000,['Comedy'],"Awards, 3 nominations total"
Art Bastard,2016,6.5,200000000,"['Biography', 'Comedy', 'Documentary', 'History']",
Mozart and the Whale,2005,6.7,200000000,"['Comedy', 'Drama', 'Romance']",
The Stolen Valley,2022,4.7,200000000,"['Action', 'Western']","Awards, 12 wins & 5 nominations total"
Ride Your Wave,2019,6.8,200000000,"['Anime', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']","Awards, 2 wins & 8 nominations total"
Rent-A-Pal,2020,6.3,200000000,"['Horror', 'Thriller']","Awards, 2 wins & 4 nominations total"
Spring,2014,6.7,200000000,"['Dark Romance', 'Monster Horror', 'Drama', 'Horror', 'Romance', 'Sci-Fi']","Awards, 5 wins & 13 nominations total"
Klown,2010,7.1,200000000,"['Buddy Comedy', 'Comedy']","Awards, 8 wins & 3 nominations total"
Heart of Africa,2020,7.1,200000000,['Drama'],"Awards, 1 nomination total"
Beloved Sisters,2014,6.2,200000000,"['Drama', 'History', 'Romance']","Awards, 5 wins & 9 nominations total"
It's All Gone Pete Tong,2004,7.2,200000000,"['Dark Comedy', 'Mockumentary', 'Biography', 'Comedy', 'Drama', 'Music']","Awards, 11 wins & 9 nominations total"
Letters from Baghdad,2016,6.9,200000000,"['Biography', 'Documentary', 'History']","Awards, 2 wins & 2 nominations total"
Mainstream,2020,5.0,200000000,"['Satire', 'Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
The Bay,2012,5.7,200000000,"['Found Footage Horror', 'Horror', 'Sci-Fi', 'Thriller']","Awards, 1 win & 1 nomination total"
The Advocate: A Missing Body,2015,6.5,200000000,"['Crime', 'Mystery']",
A Secret Promise,2011,5.3,200000000,"['Comedy', 'Drama', 'Romance']",
The Return,2003,7.9,200000000,['Drama'],"Awards, 33 wins & 20 nominations total"
The Other Dream Team,2012,8.3,200000000,"['Basketball', 'Sports Documentary', 'Documentary', 'Sport']","Awards, 3 nominations total"
Christian Mingle,2014,4.2,200000000,"['Comedy', 'Drama', 'Family', 'Romance']",
Give Me Five,2022,5.2,200000000,"['Comedy', 'Fantasy']",
Liza: A Truly Terrific Absolutely True Story,2024,8.2,200000000,"['Biography', 'Documentary']",
The Experiment,2001,7.7,200000000,"['Psychological Drama', 'Psychological Thriller', 'Drama', 'Thriller']","Awards, 14 wins & 14 nominations total"
A Touch of Sin,2013,7.1,200000000,"['Crime', 'Drama']","Awards, 18 wins & 12 nominations total"
Restless Creature: Wendy Whelan,2016,7.2,200000000,['Documentary'],"Awards, 1 nomination total"
Jimmy's Hall,2014,6.7,200000000,"['Period Drama', 'Political Drama', 'Biography', 'Drama', 'History']","Awards, 2 wins & 3 nominations total"
Far From the Tree,2017,7.7,200000000,['Documentary'],
Altered Reality,2024,6.2,200000000,['Thriller'],
Wedding Palace,2013,5.6,200000000,"['Comedy', 'Romance']",
Toys in the Attic,2009,6.4,200000000,"['Stop Motion Animation', 'Animation', 'Family', 'Fantasy', 'Thriller']","Awards, 2 wins total"
The Flat,2011,7.0,200000000,['Documentary'],"Awards, 14 wins & 4 nominations total"
Marguerite,2015,6.9,200000000,"['Comedy', 'Drama', 'Music']","Awards, 7 wins & 15 nominations total"
The Pod Generation,2023,5.6,200000000,"['Comedy', 'Romance', 'Sci-Fi']","Awards, 2 wins & 1 nomination total"
Fierce People,2005,6.4,200000000,"['Drama', 'Thriller']",
Redemption,2013,6.2,200000000,"['Action', 'Crime', 'Drama', 'Thriller']",
Leo Da Vinci: Mission Mona Lisa,2018,5.1,200000000,"['Adventure', 'Animation', 'Family']",
The Body,2001,5.3,200000000,"['Drama', 'Mystery', 'Romance', 'Thriller']","Awards, 1 nomination total"
Murderous Maids,2000,6.8,200000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 5 wins & 4 nominations total"
Maxed Out,2006,7.2,200000000,['Documentary'],
Meek's Cutoff,2010,6.5,200000000,"['Psychological Drama', 'Survival', 'Adventure', 'Drama', 'Thriller', 'Western']","Awards, 7 wins & 14 nominations total"
Racing Dreams,2009,7.1,200000000,"['Motorsport', 'Documentary', 'Sport']","Awards, 6 wins & 1 nomination total"
Nowitzki: The Perfect Shot,2014,7.5,200000000,"['Basketball', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']","Awards, 1 nomination total"
Thérèse,2012,6.0,200000000,['Drama'],"Awards, 5 nominations total"
3-Iron,2004,7.9,200000000,"['Crime', 'Drama', 'Romance']","Awards, 17 wins & 11 nominations total"
Red Army,2014,7.6,200000000,"['Sports Documentary', 'Biography', 'Documentary', 'History', 'Sport']","Awards, 5 wins & 11 nominations total"
The Wasp,2024,6.1,200000000,['Thriller'],
JCVD,2008,7.0,200000000,"['Dark Comedy', 'Comedy', 'Crime', 'Drama']","Awards, 2 nominations total"
The Princess and the Matchmaker,2018,6.3,200000000,"['Comedy', 'History', 'Romance']",
Wind Chill,2007,5.8,200000000,"['Teen Horror', 'Adventure', 'Drama', 'Horror', 'Thriller']",
Burden,2018,6.7,200000000,"['Biography', 'Drama', 'History']","Awards, 2 wins & 2 nominations total"
Code 46,2003,6.1,200000,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']","Awards, 4 wins & 10 nominations total"
Life Happens,2011,5.6,200000,['Comedy'],
Song One,2014,5.8,200000,"['Drama', 'Music', 'Romance']","Awards, 1 nomination total"
The Black Panthers: Vanguard of the Revolution,2015,7.4,200000,"['Documentary', 'History']","Nominated for 1 Primetime Emmy, 3 wins & 6 nominations total"
The Life Before Her Eyes,2007,6.2,200000,"['Coming-of-Age', 'Psychological Drama', 'Tragedy', 'Drama', 'Fantasy', 'Mystery', 'Thriller']","Awards, 2 wins total"
Sholem Aleichem: Laughing in the Darkness,2011,7.2,200000,['Documentary'],
Dheepan,2015,7.2,200000,"['Gangster', 'Crime', 'Drama']","Nominated for 1 BAFTA Award, 6 wins & 17 nominations total"
Snake & Mongoose,2013,5.7,200000,"['Biography', 'Sport']",
Jeremiah Tower: The Last Magnificent,2016,6.6,200000,"['Biography', 'Documentary']",
Damsel,2018,5.6,200000,"['Dark Comedy', 'Comedy', 'Drama', 'Western']","Awards, 3 nominations total"
Still Walking,2008,7.9,200000,['Drama'],"Awards, 11 wins & 9 nominations total"
Merchants of Doubt,2014,7.6,200000,['Documentary'],"Awards, 1 win & 4 nominations total"
The Sweeney,2012,6.1,200000,"['Action', 'Crime', 'Drama']","Awards, 5 nominations total"
Mustang,2015,7.6,200000,['Drama'],"Nominated for 1 Oscar, 46 wins & 63 nominations total"
Unholy Song,2025,8.0,200000,['Horror'],"Awards, 2 wins total"
Battle in Heaven,2005,5.5,200000,"['Crime', 'Drama']","Awards, 1 win & 3 nominations total"
Gunnin' for That #1 Spot,2008,6.4,200000,"['Basketball', 'Documentary', 'Sport']",
Eagle vs Shark,2007,6.7,200000,"['Quirky Comedy', 'Romantic Comedy', 'Comedy', 'Romance']","Awards, 6 wins & 4 nominations total"
1945,2017,7.1,200000,['Drama'],"Awards, 7 wins & 5 nominations total"
Winter Solstice,2004,6.0,200000,['Drama'],"Awards, 2 nominations total"
Last Train Home,2009,7.6,200000,"['Documentary', 'Drama']","Awards, 14 wins & 13 nominations total"
Wrong,2012,6.2,200000,"['Comedy', 'Mystery']","Awards, 7 nominations total"
Dig!,2004,7.7,200000,"['Documentary', 'Music']","Awards, 2 wins & 1 nomination total"
The First Grader,2010,7.4,200000,"['Biography', 'Drama', 'Romance']","Awards, 18 wins & 12 nominations total"
The Whistlers,2019,6.3,200000,"['Comedy', 'Crime', 'Drama', 'Thriller']","Awards, 11 wins & 18 nominations total"
Sick of Myself,2022,7.1,200000,"['Body Horror', 'Dark Comedy', 'Psychological Drama', 'Satire', 'Comedy', 'Drama', 'Horror', 'Thriller']","Awards, 7 wins & 10 nominations total"
Spree,2020,5.9,200000,"['Dark Comedy', 'Found Footage Horror', 'Psychological Horror', 'Serial Killer', 'Slasher Horror', 'Comedy', 'Crime', 'Horror', 'Thriller']","Awards, 5 nominations total"
Love Songs,2007,7.0,200000,"['Drama', 'Musical', 'Romance']","Awards, 4 wins & 13 nominations total"
Unplugging,2022,4.4,200000,"['Feel-Good Romance', 'Comedy', 'Romance']",
Monsters,2010,6.3,200000,"['Alien Invasion', 'Kaiju', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']","Nominated for 1 BAFTA Award, 14 wins & 15 nominations total"
One Child Nation,2019,7.5,200000,"['Documentary', 'History']","Nominated for 1 Primetime Emmy, 10 wins & 50 nominations total"
Kaptein Sabeltann,2003,5.6,20500000,"['Animation', 'Family']",
To Be and to Have,2002,7.8,20500000,"['Documentary', 'Family']","Nominated for 1 BAFTA Award, 8 wins & 8 nominations total"
Project Wolf Hunting,2022,6.0,20470000,"['Monster Horror', 'Serial Killer', 'Slasher Horror', 'Splatter Horror', 'Action', 'Crime', 'Horror', 'Sci-Fi']","Awards, 1 win & 2 nominations total"
Confetti,2006,5.7,20300000,"['Comedy', 'Music', 'Romance']","Awards, 3 nominations total"
Paan Singh Tomar,2012,8.2,20000000,"['Tragedy', 'True Crime', 'Action', 'Biography', 'Crime', 'Sport', 'Thriller']","Awards, 12 wins & 17 nominations total"
Chaos,2001,7.0,20000000,"['Comedy', 'Crime', 'Drama']","Awards, 4 wins & 4 nominations total"
The Zodiac,2005,5.3,20000000,"['True Crime', 'Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",
Tango Shalom,2021,5.8,20000000,"['Comedy', 'Family', 'Music']","Awards, 15 wins & 14 nominations total"
Garage Days,2002,5.8,20000000,"['Comedy', 'Drama', 'Music']","Awards, 4 nominations total"
Tales from Earthsea,2006,6.3,20000000,"['Adult Animation', 'Anime', 'Adventure', 'Animation', 'Fantasy']","Awards, 3 nominations total"
Ballplayer: Pelotero,2011,7.3,20000000,"['Biography', 'Documentary', 'Sport']",
Immortal Hero,2019,5.8,20000000,['Drama'],"Awards, 1 win total"
Inspector Bellamy,2009,5.9,20000000,"['Crime', 'Drama', 'Thriller']","Awards, 1 win total"
Joyland,2022,7.6,20000000,"['Comedy', 'Crime', 'Drama']","Awards, 19 wins & 19 nominations total"
Tiny Times 2.0,2013,3.5,20000000,"['Comedy', 'Drama', 'Romance']",
Chico & Rita,2009,7.2,20000000,"['Animation', 'Crime', 'Drama', 'Music', 'Romance']","Nominated for 1 Oscar, 10 wins & 12 nominations total"
A Mistake,2024,5.5,20000000,"['Drama', 'Thriller']",
Marjorie Prime,2017,6.3,20000000,"['Drama', 'Mystery', 'Romance', 'Sci-Fi']","Awards, 2 wins & 9 nominations total"
Charlie Says,2018,5.9,20000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 1 nomination total"
Hattrick,2007,4.3,20000000,"['Comedy', 'Drama', 'Romance', 'Sport']",
Time to Leave,2005,7.1,20000000,['Drama'],"Awards, 2 wins & 2 nominations total"
Spinning Plates,2012,7.1,20000000,['Documentary'],"Awards, 5 wins total"
An Inconsistent Truth,2012,5.0,20000000,"['News', 'Adventure', 'Documentary']","Awards, 1 nomination total"
Bereavement,2010,5.0,20000000,"['Serial Killer', 'Slasher Horror', 'Crime', 'Horror', 'Thriller']","Awards, 4 wins total"
Wastelander,2018,2.7,20000000,"['Action', 'Adventure', 'Sci-Fi']",
10th & Wolf,2006,6.2,20000000,"['True Crime', 'Crime', 'Drama', 'Thriller']","Awards, 1 win total"
The Bounty Killer,2018,5.4,20000000,"['Action', 'Western']","Awards, 2 nominations total"
Lost River,2014,5.7,20000000,"['Drama', 'Fantasy', 'Mystery', 'Thriller']","Awards, 3 wins & 5 nominations total"
The Tripper,2006,5.0,20000000,"['Dark Comedy', 'Slasher Horror', 'Stoner Comedy', 'Comedy', 'Horror']","Awards, 1 nomination total"
Madame Bovary,2014,5.7,20000000,"['Costume Drama', 'Period Drama', 'Drama', 'Romance']","Awards, 2 nominations total"
Ted K,2021,6.0,20000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 3 nominations total"
The Boys & Girl from County Clare,2003,6.5,20000000,"['Comedy', 'Music', 'Romance']","Awards, 2 wins & 2 nominations total"
Art and Craft,2014,7.1,20000000,['Documentary'],"Awards, 2 wins & 2 nominations total"
Joe Strummer: The Future Is Unwritten,2007,7.5,20000000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 1 win & 4 nominations total"
Linoleum,2022,6.5,20000000,"['Space Sci-Fi', 'Drama', 'Sci-Fi']","Awards, 3 wins & 6 nominations total"
My Afternoons with Margueritte,2010,7.2,20000000,"['Comedy', 'Drama']","Awards, 1 win total"
The Summit,2012,6.8,20000000,['Documentary'],"Awards, 3 wins & 5 nominations total"
Soul Kitchen,2009,7.2,20000000,"['Workplace Drama', 'Comedy', 'Drama']","Awards, 5 wins & 9 nominations total"
Teddy's Christmas,2022,6.1,20000000,"['Adventure', 'Family']",
The Actor,2025,7.6,20000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",
Miss Juneteenth,2020,6.5,20000000,['Drama'],"Awards, 9 wins & 34 nominations total"
Leaves of Grass,2009,6.4,20000000,"['Stoner Comedy', 'Comedy', 'Crime', 'Drama', 'Thriller']","Awards, 1 nomination total"
Lay the Favorite,2012,4.9,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 nomination total"
Phantom of the Theatre,2016,5.2,20000000,"['Supernatural Fantasy', 'Supernatural Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",
The Red Turtle,2016,7.5,20000000,"['Anime', 'Animation', 'Drama', 'Family', 'Fantasy', 'Romance']","Nominated for 1 Oscar, 13 wins & 34 nominations total"
Eephus,2024,7.1,20000000,"['Comedy', 'Drama']","Awards, 2 wins & 8 nominations total"
Fremont,2023,6.9,20000000,['Drama'],"Awards, 7 wins & 13 nominations total"
Gimme the Loot,2012,6.6,20000000,"['Comedy', 'Crime', 'Drama']","Awards, 4 wins & 12 nominations total"
Monster Hunt,2015,6.1,20000000,"['Martial Arts', 'Quirky Comedy', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Fantasy']","Awards, 13 wins & 27 nominations total"
Goodbye First Love,2011,6.7,20000000,"['Drama', 'Romance']","Awards, 1 win & 3 nominations total"
Another Gay Sequel: Gays Gone Wild!,2008,4.0,20000000,"['Comedy', 'Romance']",
Kinyarwanda,2011,6.8,20000000,"['Drama', 'History', 'Romance', 'War']","Awards, 4 wins & 7 nominations total"
Cutie and the Boxer,2013,7.2,20000000,"['Biography', 'Documentary']","Nominated for 1 Oscar, 8 wins & 14 nominations total"
First Love,2019,6.7,20000000,"['Action', 'Comedy', 'Crime', 'Romance']","Awards, 9 nominations total"
Old Henry,2021,7.3,20000000,"['Action', 'Drama', 'Western']","Awards, 3 wins & 1 nomination total"
Tully,2000,7.3,20000000,['Drama'],"Awards, 5 wins & 6 nominations total"
The Cave,2019,7.5,20000000,"['Documentary', 'War']","Nominated for 1 Oscar, 21 wins & 24 nominations total"
Steep,2007,7.2,20000000,"['Extreme Sport', 'Documentary', 'Sport']",
Take Point,2018,5.4,20000000,['Action'],
Confidential Assignment,2017,6.7,20000000,"['Action', 'Comedy', 'Drama', 'Thriller']","Awards, 7 wins & 6 nominations total"
Bluebeard,2017,6.4,20000000,['Thriller'],"Awards, 1 win & 7 nominations total"
Tiny Furniture,2010,6.2,20000000,"['Coming-of-Age', 'Quirky Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 5 wins & 8 nominations total"
Boy,2010,7.5,20000000,"['Coming-of-Age', 'Comedy', 'Drama']","Awards, 13 wins & 9 nominations total"
Asura,2016,6.7,20000000,"['Action', 'Crime', 'Thriller']","Awards, 6 wins & 20 nominations total"
The Bridge of San Luis Rey,2004,5.0,20000000,"['Drama', 'History', 'Romance']","Awards, 1 win total"
Joan Baez I Am a Noise,2023,7.0,20000000,"['Biography', 'Documentary', 'Music']","Awards, 1 win & 6 nominations total"
Summer 1993,2017,7.1,20000000,"['Drama', 'Family']","Awards, 38 wins & 58 nominations total"
The Midwife,2017,6.7,20000000,['Drama'],"Awards, 1 win & 1 nomination total"
The Exception,2016,6.8,20000000,"['Dark Romance', 'Drama', 'History', 'Romance', 'War']","Awards, 2 nominations total"
Psycho Beach Party,2000,6.0,20000000,"['Dark Comedy', 'Parody', 'Satire', 'Slasher Horror', 'Comedy', 'Horror', 'Mystery']","Awards, 3 wins & 1 nomination total"
Trembling Before G-d,2001,7.0,20000000,['Documentary'],"Awards, 8 wins & 3 nominations total"
Sweet Sixteen,2016,4.8,20000000,"['Drama', 'Romance']",
Once Upon a Time in the Midlands,2002,6.1,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 2 nominations total"
What Maisie Knew,2012,7.4,20000000,['Drama'],"Awards, 3 wins & 8 nominations total"
God's Pocket,2014,6.1,20000000,"['Crime', 'Drama']","Awards, 1 nomination total"
Night Moves,2013,6.1,20000000,"['Drama', 'Thriller']","Awards, 2 wins & 4 nominations total"
Waydowntown,2000,6.7,20000000,['Comedy'],"Awards, 6 wins & 5 nominations total"
Summertime,2020,6.3,20000000,"['Comedy', 'Drama', 'Music']","Awards, 2 wins & 6 nominations total"
Higher Ground,2011,6.2,20000000,['Drama'],"Awards, 1 win & 7 nominations total"
NOW: In the Wings on a World Stage,2014,7.1,20000000,['Documentary'],
Holy Hell,2015,4.2,20000000,"['Satire', 'Action', 'Comedy', 'Horror']","Awards, 19 wins & 27 nominations total"
No Greater Love,2015,7.3,20000000,['Documentary'],"Awards, 9 wins total"
Tracks,2013,7.1,20000000,"['Desert Adventure', 'Adventure', 'Biography', 'Drama']","Awards, 2 wins & 19 nominations total"
South of the Border,2009,7.0,20000000,['Documentary'],
Love Me If You Dare,2003,7.5,20000000,"['Dark Comedy', 'Tragedy', 'Comedy', 'Drama', 'Romance']","Awards, 5 wins & 2 nominations total"
Wild Oats,2016,5.7,20000000,"['Action', 'Adventure', 'Comedy', 'Drama']",
Little Fish,2020,6.9,20000000,"['Drama', 'Romance', 'Sci-Fi']","Awards, 5 nominations total"
Ciao America,2002,7.8,20000000,"['Comedy', 'Drama', 'Romance']",
Super Capers: The Origins of Ed and the Missing Bullion,2008,3.2,20000000,"['Parody', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']","Awards, 1 win & 1 nomination total"
Somersault,2004,6.7,20000000,"['Drama', 'Romance']","Awards, 41 wins & 15 nominations total"
Slut in a Good Way,2018,6.5,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 7 nominations total"
Who We Are: A Chronicle of Racism in America,2021,7.7,20000000,['Documentary'],"Awards, 5 wins & 8 nominations total"
Wicked Witches,2018,3.0,20000000,['Horror'],
A Birder's Guide to Everything,2013,6.2,20000000,"['Adventure', 'Comedy', 'Drama']","Awards, 2 wins & 1 nomination total"
MLK/FBI,2020,7.0,20000000,"['History Documentary', 'Biography', 'Documentary', 'History']","Awards, 6 wins & 17 nominations total"
The Dawn Wall,2017,8.1,20000000,"['Extreme Sport', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']","Awards, 6 wins & 9 nominations total"
Saint John of Las Vegas,2009,5.6,20000000,"['Comedy', 'Drama']","Awards, 1 nomination total"
Human Capital,2013,7.2,20000000,"['Crime', 'Drama']","Awards, 47 wins & 30 nominations total"
Baran,2001,7.8,20000000,"['Drama', 'Romance']","Awards, 13 wins & 6 nominations total"
The Internet's Own Boy: The Story of Aaron Swartz,2014,8.0,20000000,"['Science & Technology Documentary', 'Biography', 'Crime', 'Documentary']","Awards, 4 wins & 4 nominations total"
Mayor of the Sunset Strip,2003,7.0,20000000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 1 win & 1 nomination total"
Protocols of Zion,2005,6.4,20000000,['Documentary'],"Awards, 1 nomination total"
The Concert,2009,7.5,20000000,"['Comedy', 'Drama', 'Music']","Awards, 9 wins & 16 nominations total"
Piñero,2001,6.2,20000000,"['Biography', 'Drama']","Awards, 6 wins & 4 nominations total"
¡Casa Bonita Mi Amor!,2024,7.5,20000000,"['Food Documentary', 'Documentary']","Awards, 2 wins total"
Valentino: The Last Emperor,2008,7.1,20000000,['Documentary'],"Awards, 2 wins & 6 nominations total"
Die Geschichte vom weinenden Kamel,2003,7.4,20000000,"['Documentary', 'Drama', 'Family']","Nominated for 1 Oscar, 10 wins & 9 nominations total"
A Simple Wedding,2018,5.4,20000000,"['Comedy', 'Romance']","Awards, 2 wins & 6 nominations total"
Lila & Eve,2015,5.9,20000000,"['Crime', 'Drama', 'Thriller']","Awards, 3 nominations total"
The Blue Room,2014,6.3,20000000,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","Awards, 1 win & 5 nominations total"
November,2004,5.4,20000000,"['Drama', 'Mystery', 'Thriller']","Awards, 1 win & 2 nominations total"
Like Someone in Love,2012,7.0,20000000,['Drama'],"Awards, 1 win & 6 nominations total"
Crumb Catcher,2023,5.9,20000000,"['Comedy', 'Drama', 'Thriller']","Awards, 3 wins total"
Mini's First Time,2006,5.8,20000000,"['Dark Comedy', 'Comedy', 'Crime', 'Drama']","Awards, 1 win total"
God Grew Tired of Us,2006,7.9,20000000,['Documentary'],"Awards, 8 wins total"
Janis: Little Girl Blue,2015,7.4,20000000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 2 wins & 2 nominations total"
"Life, Animated",2016,7.4,20000000,"['Comedy', 'Documentary', 'Drama', 'Family', 'Fantasy', 'Romance']","Nominated for 1 Oscar, 19 wins & 25 nominations total"
Tickled,2016,7.5,20000000,"['Crime Documentary', 'Crime', 'Documentary', 'Mystery']","Awards, 1 win & 16 nominations total"
Living in Emergency,2008,7.9,20000000,['Documentary'],"Awards, 1 win total"
Song of the Sea,2014,8.0,20000000,"['Animal Adventure', 'Coming-of-Age', 'Fairy Tale', 'Hand-Drawn Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Drama', 'Family']","Nominated for 1 Oscar, 12 wins & 26 nominations total"
Sundown,2021,6.5,20000000,"['Drama', 'Mystery']","Awards, 2 wins & 7 nominations total"
The Heart of Me,2002,6.5,20000000,"['Tragedy', 'Tragic Romance', 'Drama', 'Romance']","Awards, 3 wins & 1 nomination total"
Close Your Eyes,2002,6.1,20000000,"['Crime', 'Horror', 'Mystery', 'Thriller']","Awards, 5 wins & 2 nominations total"
Lovesickness,2007,7.0,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 8 wins & 2 nominations total"
Only the Strong Survive,2002,6.6,20000000,"['Documentary', 'Music']","Awards, 2 nominations total"
Taking Sides,2001,7.1,20000000,"['Legal Drama', 'Period Drama', 'Political Drama', 'Drama', 'Music', 'War']","Awards, 9 wins & 3 nominations total"
Yardie,2018,5.8,20000000,"['Crime', 'Drama']","Awards, 2 wins & 6 nominations total"
Elliot the Littlest Reindeer,2018,5.0,20000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",
Nowhere in Africa,2001,7.5,20000000,"['Period Drama', 'Biography', 'Drama', 'History']","Won 1 Oscar, 19 wins & 6 nominations total"
Kalamazoo?,2006,4.6,20000000,['Comedy'],
Francofonia,2015,6.6,20000000,"['Drama', 'History']","Awards, 2 wins & 7 nominations total"
56 Up,2012,7.9,20000000,"['Biography', 'Documentary']","Awards, 3 nominations total"
Labyrinth of Lies,2014,7.3,20000000,"['Drama', 'History']","Awards, 6 wins & 18 nominations total"
Bangkok Revenge,2011,4.9,20000000,"['Martial Arts', 'Action', 'Drama']",
Sanam Teri Kasam,2016,7.6,20000000,"['Tragic Romance', 'Drama', 'Musical', 'Romance']","Awards, 1 win & 3 nominations total"
Ophelia,2018,6.5,20000000,"['Drama', 'Romance', 'Thriller']","Awards, 4 wins & 4 nominations total"
Kon-Tiki,2012,7.1,20000000,"['Adventure Epic', 'Globetrotting Adventure', 'Sea Adventure', 'Survival', 'Adventure', 'Biography', 'Drama', 'History']","Nominated for 1 Oscar, 12 wins & 14 nominations total"
The Sound of Violet,2022,5.3,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win total"
Enter the Fat Dragon,2020,5.7,20000000,"['Martial Arts', 'Action', 'Comedy']",
Twenty Two,2015,7.4,20000000,"['Crime', 'Documentary', 'History', 'War']","Awards, 6 wins & 4 nominations total"
Europa Report,2013,6.4,20000000,"['Space Sci-Fi', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","Awards, 1 win & 2 nominations total"
The Duchess of Langeais,2007,6.5,20000000,"['Period Drama', 'Drama', 'Music', 'Romance']","Awards, 5 nominations total"
Peggy Guggenheim: Art Addict,2015,7.2,20000000,"['Biography', 'Documentary', 'History']","Awards, 1 win & 2 nominations total"
Dopamine,2003,5.9,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 1 nomination total"
Bellflower,2011,6.3,20000000,"['Action', 'Drama', 'Romance']","Awards, 6 wins & 10 nominations total"
Breathe,2017,7.1,20000000,"['Medical Drama', 'Biography', 'Drama', 'Romance']","Awards, 1 win & 5 nominations total"
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",2017,7.8,20000000,['Documentary'],
Savage Grace,2007,5.7,20000000,"['Period Drama', 'Drama']","Awards, 1 win & 2 nominations total"
Separate Lies,2005,6.4,20000000,"['Crime', 'Drama', 'Romance', 'Thriller']","Awards, 1 win & 5 nominations total"
The Good Boss,2021,7.1,20000000,"['Dark Comedy', 'Satire', 'Workplace Drama', 'Comedy', 'Drama']","Awards, 34 wins & 48 nominations total"
The Imposter,2012,7.4,20000000,"['Crime Documentary', 'Docudrama', 'Psychological Drama', 'Psychological Thriller', 'Tragedy', 'True Crime', 'Biography', 'Crime', 'Documentary', 'Drama']","Won 1 BAFTA Award, 13 wins & 34 nominations total"
In My Country,2004,6.0,20000000,"['Drama', 'Romance']","Awards, 1 win & 3 nominations total"
Capital,2012,6.5,20000000,"['Drama', 'Financial Drama']","Awards, 1 win & 2 nominations total"
Mondays in the Sun,2002,7.5,20000000,"['Comedy', 'Drama']","Awards, 47 wins & 19 nominations total"
Fire of Love,2022,7.6,20000000,"['Biography', 'Documentary']","Nominated for 1 Oscar, 35 wins & 71 nominations total"
Incitement,2019,7.1,20000000,['Thriller'],"Awards, 2 wins & 9 nominations total"
