Title,Year,Rating,Budget_usd,genres,awards_content
The Yellow Handkerchief,2008,6.7,15000000,"['Road Trip', 'Adventure', 'Drama', 'Romance']",
Little Chenier,2006,6.8,15000000,['Drama'],"Awards, 7 wins total"
Deli Man,2014,7.1,15000000,"['Documentary', 'History']",
Amigo,2010,6.3,15000000,"['Drama', 'War']","Awards, 1 win & 9 nominations total"
Summoning Sylvia,2023,5.3,15000000,"['Supernatural Horror', 'Comedy', 'Horror', 'Thriller']","Awards, 1 win & 2 nominations total"
The Party,2017,6.6,15000000,"['Dark Comedy', 'Comedy', 'Drama']","Awards, 5 wins & 9 nominations total"
The Baxter,2005,6.4,15000000,"['Parody', 'Satire', 'Comedy', 'Romance']",
Rudderless,2014,7.4,15000000,"['Comedy', 'Drama', 'Music']","Awards, 1 win & 1 nomination total"
Holla II,2013,6.2,15000000,"['Teen Horror', 'Comedy', 'Horror']",
Phir Milenge,2004,6.1,15000000,['Drama'],"Awards, 3 wins & 7 nominations total"
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,2013,7.3,15000000,"['Anime', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Romance']",
The Stanford Prison Experiment,2015,6.8,15000000,"['Prison Drama', 'Biography', 'Drama', 'History', 'Thriller']","Awards, 4 wins & 3 nominations total"
Dear Frankie,2004,7.7,15000000,"['Drama', 'Romance']","Nominated for 1 BAFTA Award, 9 wins & 8 nominations total"
The Assassination of Richard Nixon,2004,6.9,15000000,"['True Crime', 'Biography', 'Crime', 'Drama', 'History', 'Thriller']","Awards, 2 wins & 4 nominations total"
Made in Dagenham,2010,7.1,15000000,"['Political Drama', 'Workplace Drama', 'Comedy', 'Drama', 'History']","Nominated for 4 BAFTA Awards, 3 wins & 17 nominations total"
The Mysteries of Pittsburgh,2008,5.4,15000000,"['Adventure', 'Comedy', 'Drama']","Awards, 1 nomination total"
Fast Color,2018,6.1,15000000,"['Drama', 'Sci-Fi', 'Thriller']","Awards, 1 win & 7 nominations total"
Girl on a Bicycle,2013,6.2,15000000,"['Comedy', 'Drama', 'Romance']",
Black Sea,2014,6.4,15000000,"['Adventure', 'Drama', 'Thriller']",
The Saddest Music in the World,2003,7.0,15000000,"['Dark Comedy', 'Comedy', 'Musical']","Awards, 6 wins & 7 nominations total"
Bajatey Raho,2013,5.3,15000000,"['Comedy', 'Drama', 'Thriller']",
Once Were Brothers,2019,7.4,15000000,"['Biography', 'Documentary', 'History', 'Music']","Awards, 4 wins & 8 nominations total"
Callas Forever,2002,6.4,15000000,"['Biography', 'Drama', 'Music', 'Romance']","Awards, 2 wins & 4 nominations total"
Killer Joe,2011,6.7,15000000,"['Dark Comedy', 'Crime', 'Drama', 'Thriller']","Awards, 9 wins & 21 nominations total"
Eye of the Dolphin,2006,5.6,15000000,"['Comedy', 'Drama', 'Family']","Awards, 3 wins total"
My Architect,2003,7.4,15000000,"['Biography', 'Documentary']","Nominated for 1 Oscar, 7 wins & 6 nominations total"
Son of Saul,2015,7.4,15000000,"['Prison Drama', 'Psychological Drama', 'Tragedy', 'Drama', 'War']","Won 1 Oscar, 65 wins & 62 nominations total"
Gun Hill Road,2011,6.4,15000000,['Drama'],"Awards, 7 wins & 10 nominations total"
Rebel in the Rye,2017,6.7,15000000,"['Biography', 'Drama', 'Romance', 'War']","Awards, 1 win total"
Freeheld,2015,6.6,15000000,"['Legal Drama', 'Biography', 'Drama', 'Romance']","Awards, 1 win & 10 nominations total"
Chocolate: Deep Dark Secrets,2005,4.8,15000000,"['Heist', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 1 nomination total"
"Belle and Sebastian, Friends for Life",2017,6.3,15000000,"['Animal Adventure', 'Adventure', 'Family']","Awards, 1 nomination total"
Bel Ami,2012,5.4,15000000,"['Crime', 'Drama', 'History', 'Romance']",
Goodbye Solo,2008,7.3,15000000,['Drama'],"Awards, 3 wins & 9 nominations total"
Todo el poder,2000,6.6,15000000,['Crime'],
Strange Gardens,2003,7.0,15000000,"['Drama', 'War']",
Seeing Other People,2004,5.8,15000000,"['Comedy', 'Romance']","Awards, 2 wins total"
Extremely Unique Dynamic,2024,7.8,15000000,"['Comedy', 'Drama']","Awards, 5 wins & 1 nomination total"
The Hollars,2016,6.6,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 2 wins & 5 nominations total"
A Royal Affair,2012,7.5,15000000,"['Period Drama', 'Biography', 'Drama', 'History', 'Romance']","Nominated for 1 Oscar, 21 wins & 42 nominations total"
Facing Nolan,2022,7.9,15000000,"['Sports Documentary', 'Biography', 'Documentary', 'Sport']","Awards, 1 nomination total"
Parallel Mothers,2021,7.1,15000000,['Drama'],"Nominated for 2 Oscars, 26 wins & 95 nominations total"
Chalo Dilli,2011,6.8,15000000,"['Comedy', 'Drama']","Awards, 2 nominations total"
Love U... Mr. Kalakaar!,2011,5.5,15000000,"['Drama', 'Romance']","Awards, 2 wins total"
In the Shadow of the Moon,2007,8.0,15000000,"['History Documentary', 'Science & Technology Documentary', 'Documentary', 'History']","Awards, 6 wins & 13 nominations total"
5B,2018,7.8,15000000,['Documentary'],"Awards, 6 nominations total"
Pride and Prejudice,2003,5.0,15000000,"['Comedy', 'Romance']",
Los Frikis,2024,7.5,15000000,['Drama'],"Awards, 18 wins & 13 nominations total"
Haven,2004,5.7,15000000,"['Crime', 'Drama']",
The Sapphires,2012,7.0,15000000,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance']","Awards, 27 wins & 26 nominations total"
God & Country,2024,6.3,15000000,"['Faith & Spirituality Documentary', 'Documentary']","Awards, 1 nomination total"
Bittersweet Motel,2000,7.6,15000000,"['Documentary', 'Music']",
Afire,2023,7.1,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 9 wins & 27 nominations total"
Behind the Mask: The Rise of Leslie Vernon,2006,6.7,15000000,"['Dark Comedy', 'Found Footage Horror', 'Mockumentary', 'Parody', 'Satire', 'Slasher Horror', 'Comedy', 'Horror', 'Thriller']","Awards, 5 wins & 3 nominations total"
Ghostlight,2024,7.6,15000000,"['Comedy', 'Drama']","Awards, 6 wins & 19 nominations total"
Lignes de fuite,2022,6.5,15000000,['Comedy'],
The Illusionist,2010,7.4,15000000,"['Animation', 'Drama', 'Fantasy']","Nominated for 1 Oscar, 7 wins & 35 nominations total"
Victor,2015,6.3,15000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 1 win & 2 nominations total"
America: Imagine the World Without Her,2014,5.0,15000000,['Documentary'],"Awards, 1 nomination total"
Seraphine,2008,7.4,15000000,"['Biography', 'Drama']","Awards, 20 wins & 10 nominations total"
Stage Beauty,2004,7.1,15000000,['Drama'],"Awards, 4 wins & 1 nomination total"
Bon Voyage,2003,6.7,15000000,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Thriller', 'War']","Awards, 7 wins & 8 nominations total"
Joe Gould's Secret,2000,6.6,15000000,['Drama'],
The Cure: Anniversary 1978-2018 Live in Hyde Park,2019,8.4,15000000,"['Documentary', 'Music']",
In Praise of Love,2001,6.3,15000000,['Drama'],"Awards, 2 wins & 3 nominations total"
Third Person,2013,6.3,15000000,"['Drama', 'Romance']","Awards, 1 win & 1 nomination total"
Allah Made Me Funny: Live in Concert,2008,6.3,15000000,"['Stand-Up', 'Comedy', 'Documentary', 'Family', 'Talk Show']",
Clinton Road,2019,3.1,15000000,"['Horror', 'Mystery']","Awards, 1 win total"
The Bubble,2006,7.2,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 12 wins & 4 nominations total"
The Happy Prince,2018,6.3,15000000,"['Biography', 'Drama']","Awards, 5 wins & 15 nominations total"
Red Joan,2018,6.4,15000000,"['Spy', 'Biography', 'Drama', 'History', 'Romance', 'Thriller']",
Old Fashioned,2014,5.0,15000000,"['Drama', 'Romance']","Awards, 5 wins & 4 nominations total"
The Art of the Steal,2009,7.5,15000000,['Documentary'],"Awards, 1 nomination total"
The New Girlfriend,2014,6.5,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 7 nominations total"
Close to You,2023,5.1,15000000,['Drama'],"Awards, 2 wins & 6 nominations total"
Shadow in the Cloud,2020,5.0,15000000,"['Monster Horror', 'Action', 'Horror', 'War']","Awards, 2 wins total"
Wild Grass,2009,6.2,15000000,"['Drama', 'Romance']","Awards, 3 wins & 14 nominations total"
Shaolin Soccer,2001,7.3,15000000,"['Martial Arts', 'Soccer', 'Action', 'Comedy', 'Fantasy', 'Sport']","Awards, 12 wins & 19 nominations total"
Sea of Dreams,2006,6.1,15000,"['Drama', 'Fantasy', 'Mystery', 'Romance']","Awards, 1 win & 2 nominations total"
When Did You Last See Your Father?,2007,6.8,15000,"['Biography', 'Drama']","Awards, 1 win & 12 nominations total"
"Paris, Je T'aime",2006,7.2,15000,"['Comedy', 'Drama', 'Romance']","Awards, 3 wins & 2 nominations total"
Saint Judy,2018,6.5,15000,"['Biography', 'Drama']","Awards, 1 win & 4 nominations total"
The Hedgehog,2009,7.3,15000,['Drama'],"Awards, 10 wins & 7 nominations total"
Demonlover,2002,5.9,15000,"['Drama', 'Mystery', 'Thriller']","Awards, 4 wins & 6 nominations total"
Adoration,2008,6.3,149000000,"['Drama', 'Romance']","Awards, 3 wins & 9 nominations total"
A Hijacking,2012,7.1,149000000,"['Psychological Thriller', 'Drama', 'Thriller']","Awards, 19 wins & 26 nominations total"
All the Real Girls,2003,6.7,145000000,"['Drama', 'Romance']","Awards, 4 wins & 11 nominations total"
Water & Power,2013,4.2,145000000,"['Crime', 'Drama']",
Carol Doda Topless at the Condor,2023,6.8,145000000,"['Biography', 'Documentary']",
The Song of Names,2019,6.5,145000000,"['Drama', 'Music', 'Mystery', 'War']","Awards, 8 wins & 11 nominations total"
CatVideoFest 2021,2021,,145000000,['Documentary'],
On the Road,2012,6.0,145000000,"['Road Trip', 'Adventure', 'Drama', 'Romance']","Awards, 2 wins & 4 nominations total"
Namiya,2017,5.2,145000000,"['Drama', 'Family', 'Fantasy']","Awards, 2 wins & 1 nomination total"
Sky on Fire,2016,4.6,145000000,"['Action', 'Crime', 'Thriller']",
The Hunting Party,2007,6.8,144000000,"['Dark Comedy', 'Adventure', 'Comedy', 'Drama', 'Thriller', 'War']",
Scatter My Ashes at Bergdorf's,2013,6.3,142000000,['Documentary'],
Inside Job,2010,8.2,140000000,"['Crime Documentary', 'Crime', 'Documentary']","Won 1 Oscar, 8 wins & 27 nominations total"
Brigsby Bear,2017,7.3,140000000,"['Quirky Comedy', 'Comedy', 'Drama']","Awards, 5 wins & 11 nominations total"
Holy Rollers,2010,5.9,140000000,"['True Crime', 'Biography', 'Crime', 'Drama', 'History']","Awards, 2 wins & 2 nominations total"
The Sense of an Ending,2017,6.4,140000000,"['Drama', 'Mystery']","Awards, 1 win total"
Let the Sunshine In,2017,6.0,140000000,"['Comedy', 'Drama', 'Romance']","Awards, 2 wins & 13 nominations total"
The Great New Wonderful,2005,5.5,140000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 nomination total"
Walk of Shame,2014,6.0,140000000,['Comedy'],
The Secret of Kells,2009,7.5,140000000,"['Adventure', 'Animation', 'Family', 'Fantasy']","Nominated for 1 Oscar, 7 wins & 7 nominations total"
Intermission,2003,6.8,140000000,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Romance']","Awards, 9 wins & 12 nominations total"
Darling Companion,2012,5.2,140000000,"['Dark Comedy', 'Comedy', 'Drama', 'Romance']",
My Best Friend's Wedding,2016,5.1,140000000,"['Drama', 'Romance']","Awards, 1 win & 2 nominations total"
The Art of the Steal,2013,6.3,140000000,"['Caper', 'Comedy', 'Crime', 'Thriller']","Awards, 5 nominations total"
Red Hook Summer,2012,5.3,140000000,['Drama'],"Awards, 4 nominations total"
Kedi,2016,7.6,14800000,['Documentary'],"Awards, 6 wins & 21 nominations total"
Panda Plan,2024,5.1,14750000,"['Action', 'Comedy', 'Family']",
Sword Master,2016,6.0,14700000,"['Martial Arts', 'Action', 'Drama']","Awards, 5 nominations total"
Aftershock,2012,4.8,14600000,"['Disaster', 'Action', 'Adventure', 'Drama', 'Horror', 'Thriller']","Awards, 3 nominations total"
An American Rhapsody,2001,6.7,14500000,['Drama'],"Awards, 5 wins & 5 nominations total"
The Crossing,2018,6.8,14300000,"['Crime', 'Drama']","Awards, 16 wins & 26 nominations total"
The Disappearance of Alice Creed,2009,6.7,14300000,"['Crime', 'Thriller']","Awards, 1 win & 6 nominations total"
Emily,2022,6.8,14200000,"['Period Drama', 'Tragic Romance', 'Biography', 'Drama', 'History', 'Romance']","Awards, 5 wins & 11 nominations total"
Cold in July,2014,6.7,14200000,"['Crime', 'Thriller']","Awards, 1 win & 8 nominations total"
LiSA LiVE is SMiLE ALWAYS -LANDER-,2024,,14000000,['Music'],
Psycho Goreman,2020,6.3,14000000,"['Dark Comedy', 'Splatter Horror', 'Supernatural Horror', 'Comedy', 'Horror', 'Sci-Fi']","Awards, 6 wins & 4 nominations total"
Everlasting Moments,2008,7.5,14000000,"['Drama', 'History']","Awards, 8 wins & 16 nominations total"
Mostly Martha,2001,7.2,14000000,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 14 wins & 7 nominations total"
Sometimes I Think About Dying,2023,6.6,14000000,"['Comedy', 'Drama', 'Romance']","Awards, 2 wins & 3 nominations total"
Any Day Now,2012,7.4,14000000,['Drama'],"Awards, 13 wins & 9 nominations total"
My Life Without Me,2003,7.4,14000000,"['Drama', 'Romance']","Awards, 16 wins & 15 nominations total"
Greetings from the Shore,2007,5.9,14000000,"['Comedy', 'Drama', 'Romance']","Awards, 23 wins & 2 nominations total"
Women Talking,2022,6.9,14000000,"['Period Drama', 'Psychological Drama', 'Drama']","Won 1 Oscar, 65 wins & 166 nominations total"
Last Flag Flying,2017,6.9,14000000,"['Buddy Comedy', 'Comedy', 'Drama', 'War']","Awards, 2 wins & 11 nominations total"
Austenland,2013,6.3,14000000,"['Romantic Comedy', 'Comedy', 'Romance']","Awards, 1 nomination total"
Hating Breitbart,2012,6.5,14000000,['Documentary'],
Demonic,2021,4.3,14000000,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']","Awards, 2 nominations total"
Nishabd,2007,5.4,14000000,['Drama'],"Awards, 3 nominations total"
High Strung,2016,6.3,14000000,"['Drama', 'Music', 'Romance']",
Shikari,2000,4.6,14000000,"['Crime', 'Drama', 'Thriller']","Awards, 2 nominations total"
Nine Queens,2000,7.9,14000000,"['Crime', 'Drama', 'Thriller']","Awards, 22 wins & 8 nominations total"
Being Cyrus,2005,7.1,14000000,"['Dark Comedy', 'Drama', 'Thriller']","Awards, 1 win & 4 nominations total"
Intruders,2011,5.4,14000000,"['Supernatural Horror', 'Fantasy', 'Horror', 'Thriller']","Awards, 1 win & 5 nominations total"
Big Eden,2000,7.3,14000000,"['Comedy', 'Drama', 'Romance']","Awards, 9 wins & 2 nominations total"
Desert Dancer,2014,6.2,14000000,"['Biography', 'Drama', 'Music']","Awards, 2 nominations total"
Weak Layers,2023,4.5,14000000,['Comedy'],
Hector and the Search for Happiness,2014,6.9,14000000,"['Satire', 'Slapstick', 'Adventure', 'Comedy', 'Drama']","Awards, 2 wins & 6 nominations total"
The Trip to Spain,2017,6.6,14000000,"['Road Trip', 'Adventure', 'Comedy', 'Drama']","Nominated for 1 BAFTA Award, 1 win & 1 nomination total"
Occupy Unmasked,2012,5.0,14000000,['Documentary'],
American Adobo,2001,4.9,14000000,"['Comedy', 'Romance']","Awards, 1 win & 7 nominations total"
Festival in Cannes,2001,6.0,14000000,['Comedy'],
Interview,2007,6.8,14000000,['Drama'],"Awards, 1 win & 3 nominations total"
Point Blank,2010,6.8,14000000,"['Action', 'Crime', 'Drama', 'Thriller']","Awards, 1 win & 4 nominations total"
Ai Weiwei: Never Sorry,2012,7.5,14000000,['Documentary'],"Awards, 9 wins & 15 nominations total"
The Loneliest Whale: The Search for 52,2021,6.5,14000000,"['Nature Documentary', 'Adventure', 'Documentary']","Awards, 1 win & 3 nominations total"
Man on the Train,2002,7.1,14000000,"['Crime', 'Drama', 'Thriller']","Awards, 8 wins & 10 nominations total"
Tazza: One-Eyed Jack,2019,6.0,14000000,"['Crime', 'Drama', 'Thriller']","Awards, 1 nomination total"
Where's My Roy Cohn?,2019,7.0,14000000,['Documentary'],"Awards, 3 nominations total"
Lost and Delirious,2001,6.8,14000000,"['Teen Romance', 'Drama', 'Romance']","Awards, 4 wins & 6 nominations total"
Big Brother,2018,6.3,14000000,"['Martial Arts', 'Action', 'Comedy', 'Drama']",
Wadjda,2012,7.5,14000000,"['Coming-of-Age', 'Comedy', 'Drama']","Nominated for 1 BAFTA Award, 22 wins & 36 nominations total"
The Memory of a Killer,2003,7.2,14000000,"['Action', 'Crime', 'Drama', 'Thriller']","Awards, 7 wins & 3 nominations total"
Countdown to Zero,2010,6.9,14000000,['Documentary'],"Awards, 3 nominations total"
Call + Response,2008,7.4,14000000,"['Documentary', 'History', 'Music']",
The Grand Seduction,2013,7.0,14000000,['Comedy'],"Awards, 2 wins & 9 nominations total"
The Fog of War,2003,8.0,14000000,"['Military Documentary', 'Political Documentary', 'Biography', 'Documentary', 'History', 'War']","Won 1 Oscar, 14 wins & 16 nominations total"
The Stones and Brian Jones,2023,7.0,14000000,"['Biography', 'Documentary', 'Music']","Awards, 1 win & 3 nominations total"
Four Lions,2010,7.3,14000000,"['Dark Comedy', 'Satire', 'Comedy', 'Crime', 'Drama']","Won 1 BAFTA Award, 9 wins & 24 nominations total"
The Last Stop in Yuma County,2023,6.9,14000000,"['Crime', 'Drama', 'Thriller']","Awards, 3 wins & 3 nominations total"
The Take,2016,6.3,14000000,"['Cop Drama', 'Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",
The Other Side of the Bed,2002,6.4,14000000,"['Comedy', 'Drama', 'Musical', 'Romance']","Awards, 6 wins & 15 nominations total"
Trixie,2000,4.9,14000000,"['Comedy', 'Crime', 'Mystery', 'Romance']",
Jack Paradise (Les nuits de Montréal),2004,5.7,14000000,['Musical'],"Awards, 1 nomination total"
The Moon,2023,5.8,14000000,"['Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi']","Awards, 1 win & 7 nominations total"
Roadside Romeo,2008,4.9,14000000,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical', 'Romance']","Awards, 3 wins & 1 nomination total"
I Am Sam,2001,7.6,139000000,['Drama'],"Nominated for 1 Oscar, 8 wins & 12 nominations total"
Eulogy,2004,6.4,138000000,"['Comedy', 'Drama']",
Brooklyn Rules,2007,6.3,137000000,"['Crime', 'Drama']",
Revolver,2005,6.3,137000000,"['Psychological Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 1 win total"
Submarine,2010,7.3,135000000,"['Teen Comedy', 'Comedy', 'Drama', 'Romance']","Nominated for 1 BAFTA Award, 6 wins & 17 nominations total"
Sweet Land,2005,7.1,135000000,"['Drama', 'Romance']","Awards, 9 wins & 2 nominations total"
National Anthem,2023,6.2,135000000,['Drama'],"Awards, 3 wins & 5 nominations total"
The Times of Bill Cunningham,2018,6.8,135000000,['Documentary'],"Awards, 1 win total"
Warriors of the Dawn,2017,6.4,135000000,"['Adventure', 'Drama', 'History', 'War']","Awards, 3 nominations total"
Songcatcher,2000,7.3,135000000,"['Drama', 'Music']","Awards, 5 wins & 5 nominations total"
Jiro Dreams of Sushi,2011,7.8,135000000,"['Food Documentary', 'Documentary']","Awards, 3 wins & 12 nominations total"
The Last Five Years,2014,5.9,135000000,"['Pop Musical', 'Comedy', 'Drama', 'Musical', 'Romance']","Awards, 1 win & 1 nomination total"
When Brendan Met Trudy,2000,6.5,135000000,"['Dark Comedy', 'Comedy', 'Romance']","Awards, 1 win & 3 nominations total"
Une femme de ménage,2002,6.3,135000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 nomination total"
Jet Lag,2002,6.1,135000000,"['Comedy', 'Romance']","Awards, 1 nomination total"
Unstoppable,2018,6.6,135000000,"['Action', 'Comedy', 'Crime', 'Thriller']",
